seq_id,result,probability
ENST00000577729.5|ENSG00000108387.14|OTTHUMG00000179243.3|OTTHUMT00000445428.2|SEPT4-208|SEPT4|724|UTR5:1-103|CDS:104-724|,mRNA,1.0
ENST00000406116.7|ENSG00000108443.14|OTTHUMG00000150642.5|OTTHUMT00000319325.1|RPS6KB1-203|RPS6KB1|1982|UTR5:1-40|CDS:41-1396|UTR3:1397-1982|,mRNA,1.0
ENST00000593228.5|ENSG00000068097.14|OTTHUMG00000179981.2|OTTHUMT00000449171.2|HEATR6-211|HEATR6|550|CDS:1-550|,mRNA,0.999
ENST00000300900.9|ENSG00000167434.10|OTTHUMG00000179987.4|OTTHUMT00000449189.2|CA4-201|CA4|1123|UTR5:1-62|CDS:63-1001|UTR3:1002-1123|,mRNA,1.0
ENST00000587265.1|ENSG00000167434.10|OTTHUMG00000179987.4|OTTHUMT00000449194.1|CA4-204|CA4|702|CDS:1-298|UTR3:299-702|,lncRNA,0.999
ENST00000590297.1|ENSG00000170832.13|OTTHUMG00000180001.4|OTTHUMT00000449463.1|USP32-212|USP32|436|CDS:1-262|UTR3:263-436|,mRNA,0.999
ENST00000583843.5|ENSG00000146872.17|OTTHUMG00000179176.3|OTTHUMT00000445134.2|TLK2-217|TLK2|767|UTR5:1-645|CDS:646-767|,lncRNA,0.719
ENST00000638702.1|ENSG00000266173.7|OTTHUMG00000178908.13|OTTHUMT00000491846.1|STRADA-230|STRADA|2140|UTR5:1-257|CDS:258-1379|UTR3:1380-2140|,mRNA,1.0
ENST00000447001.8|ENSG00000266173.7|OTTHUMG00000178908.13|OTTHUMT00000443896.4|STRADA-205|STRADA|2014|UTR5:1-182|CDS:183-1082|UTR3:1083-2014|,mRNA,0.999
ENST00000640827.1|ENSG00000266173.7|OTTHUMG00000178908.13|OTTHUMT00000491885.1|STRADA-250|STRADA|1596|UTR5:1-100|CDS:101-796|UTR3:797-1596|,mRNA,0.999
ENST00000578008.6|ENSG00000266173.7|OTTHUMG00000178908.13|OTTHUMT00000491888.1|STRADA-207|STRADA|1153|UTR5:1-73|CDS:74-874|UTR3:875-1153|,mRNA,1.0
ENST00000581882.5|ENSG00000087191.13|OTTHUMG00000179013.4|OTTHUMT00000444417.1|PSMC5-212|PSMC5|1474|UTR5:1-260|CDS:261-1457|UTR3:1458-1474|,mRNA,1.0
ENST00000332800.7|ENSG00000136487.18|OTTHUMG00000172284.2|OTTHUMT00000417666.1|GH2-201|GH2|1138|UTR5:1-134|CDS:135-905|UTR3:906-1138|,mRNA,0.999
ENST00000316193.13|ENSG00000136488.15|OTTHUMG00000171947.2|OTTHUMT00000416040.2|CSH1-201|CSH1|821|UTR5:1-63|CDS:64-717|UTR3:718-821|,mRNA,1.0
ENST00000619286.5|ENSG00000271605.6|OTTHUMG00000185198.5|OTTHUMT00000504426.1|MILR1-206|MILR1|1448|UTR5:1-54|CDS:55-1086|UTR3:1087-1448|,mRNA,0.999
ENST00000630471.2|ENSG00000108654.14|OTTHUMG00000178936.10|-|DDX5-235|DDX5|473|UTR5:1-173|CDS:174-473|,mRNA,0.997
ENST00000580188.1|ENSG00000258890.7|OTTHUMG00000179174.7|OTTHUMT00000445111.4|CEP95-210|CEP95|575|UTR5:1-405|CDS:406-575|,mRNA,0.999
ENST00000581375.5|ENSG00000130935.10|OTTHUMG00000179777.3|OTTHUMT00000448077.1|NOL11-206|NOL11|2448|UTR5:1-3|CDS:4-513|UTR3:514-2448|,mRNA,1.0
ENST00000592645.5|ENSG00000070540.13|OTTHUMG00000179873.3|OTTHUMT00000448764.1|WIPI1-211|WIPI1|624|CDS:1-247|UTR3:248-624|,mRNA,0.988
ENST00000585815.5|ENSG00000108946.14|OTTHUMG00000180128.5|OTTHUMT00000449892.2|PRKAR1A-208|PRKAR1A|553|UTR5:1-357|CDS:358-553|,mRNA,0.999
ENST00000613873.4|ENSG00000108984.15|OTTHUMG00000180311.4|-|MAP2K6-209|MAP2K6|1509|UTR5:1-408|CDS:409-1245|UTR3:1246-1509|,mRNA,0.999
ENST00000583715.5|ENSG00000133195.11|OTTHUMG00000178306.5|OTTHUMT00000441489.2|SLC39A11-216|SLC39A11|589|CDS:1-374|UTR3:375-589|,mRNA,0.986
ENST00000580315.1|ENSG00000179604.10|OTTHUMG00000178419.3|OTTHUMT00000441901.2|CDC42EP4-205|CDC42EP4|1022|UTR5:1-640|CDS:641-1022|,mRNA,1.0
ENST00000534490.5|ENSG00000172809.13|OTTHUMG00000166016.3|OTTHUMT00000387453.2|RPL38-207|RPL38|429|UTR5:1-90|CDS:91-285|UTR3:286-429|,mRNA,0.916
ENST00000533498.1|ENSG00000172809.13|OTTHUMG00000166016.3|OTTHUMT00000387454.1|RPL38-206|RPL38|532|UTR5:1-252|CDS:253-465|UTR3:466-532|,mRNA,0.999
ENST00000329783.9|ENSG00000170190.16|OTTHUMG00000179277.5|OTTHUMT00000445545.2|SLC16A5-201|SLC16A5|1940|UTR5:1-293|CDS:294-1811|UTR3:1812-1940|,mRNA,1.0
ENST00000581078.1|ENSG00000125449.7|OTTHUMG00000179345.2|OTTHUMT00000445843.1|ARMC7-203|ARMC7|1002|UTR5:1-337|CDS:338-649|UTR3:650-1002|,mRNA,1.0
ENST00000582548.1|ENSG00000108469.15|OTTHUMG00000179795.3|OTTHUMT00000448209.2|RECQL5-216|RECQL5|709|CDS:1-709|,mRNA,0.999
ENST00000579469.2|ENSG00000259120.3|OTTHUMG00000179796.2|OTTHUMT00000448225.2|SMIM6-202|SMIM6|1140|UTR5:1-542|CDS:543-731|UTR3:732-1140|,mRNA,0.999
ENST00000584939.1|ENSG00000132470.14|OTTHUMG00000179814.4|OTTHUMT00000448345.2|ITGB4-213|ITGB4|603|CDS:1-603|,mRNA,0.999
ENST00000225614.6|ENSG00000108479.11|OTTHUMG00000179832.1|OTTHUMT00000448427.1|GALK1-201|GALK1|1445|UTR5:1-100|CDS:101-1279|UTR3:1280-1445|,mRNA,1.0
ENST00000593002.1|ENSG00000132471.12|OTTHUMG00000179896.3|OTTHUMT00000448873.2|WBP2-218|WBP2|610|UTR5:1-109|CDS:110-610|,mRNA,1.0
ENST00000602720.5|ENSG00000167881.15|OTTHUMG00000180054.3|-|SRP68-212|SRP68|2037|UTR5:1-239|CDS:240-1106|UTR3:1107-2037|,mRNA,1.0
ENST00000324684.8|ENSG00000161542.16|OTTHUMG00000155969.4|OTTHUMT00000342481.1|PRPSAP1-201|PRPSAP1|1678|UTR5:1-221|CDS:222-1070|UTR3:1071-1678|,mRNA,1.0
ENST00000588682.5|ENSG00000176170.13|OTTHUMG00000180177.2|OTTHUMT00000450114.2|SPHK1-205|SPHK1|858|UTR5:1-402|CDS:403-858|,mRNA,1.0
ENST00000590288.1|ENSG00000129667.12|OTTHUMG00000180180.3|OTTHUMT00000450149.3|RHBDF2-208|RHBDF2|734|UTR5:1-655|CDS:656-734|,mRNA,0.999
ENST00000591255.5|ENSG00000129667.12|OTTHUMG00000180180.3|OTTHUMT00000450150.3|RHBDF2-211|RHBDF2|545|UTR5:1-505|CDS:506-545|,lncRNA,0.94
ENST00000156626.12|ENSG00000070526.15|OTTHUMG00000180369.3|OTTHUMT00000450974.2|ST6GALNAC1-201|ST6GALNAC1|2489|UTR5:1-119|CDS:120-1922|UTR3:1923-2489|,mRNA,1.0
ENST00000589082.1|ENSG00000182534.13|OTTHUMG00000180370.1|OTTHUMT00000450989.1|MXRA7-206|MXRA7|560|UTR5:1-341|CDS:342-410|UTR3:411-560|,mRNA,0.999
ENST00000589977.5|ENSG00000181038.13|OTTHUMG00000180371.3|OTTHUMT00000450993.1|METTL23-211|METTL23|617|UTR5:1-71|CDS:72-512|UTR3:513-617|,mRNA,0.999
ENST00000587661.5|ENSG00000092931.11|OTTHUMG00000180484.2|OTTHUMT00000451520.1|MFSD11-209|MFSD11|898|UTR5:1-558|CDS:559-898|,mRNA,0.999
ENST00000586429.5|ENSG00000129657.16|OTTHUMG00000177311.14|OTTHUMT00000436275.1|SEC14L1-209|SEC14L1|575|UTR5:1-362|CDS:363-575|,mRNA,0.999
ENST00000590483.1|ENSG00000129657.16|OTTHUMG00000177311.14|OTTHUMT00000436280.2|SEC14L1-220|SEC14L1|388|CDS:1-270|UTR3:271-388|,mRNA,0.999
ENST00000592420.1|ENSG00000184640.18|OTTHUMG00000177327.18|OTTHUMT00000436353.2|SEPT9-244|SEPT9|2588|UTR5:1-455|CDS:456-1025|UTR3:1026-2588|,mRNA,1.0
ENST00000589553.5|ENSG00000141524.15|OTTHUMG00000177466.6|OTTHUMT00000437049.2|TMC6-212|TMC6|2389|UTR5:1-699|CDS:700-1596|UTR3:1597-2389|,mRNA,1.0
ENST00000301633.8|ENSG00000089685.15|OTTHUMG00000177505.9|OTTHUMT00000437234.3|BIRC5-201|BIRC5|2711|UTR5:1-131|CDS:132-629|UTR3:630-2711|,mRNA,0.999
ENST00000550981.7|ENSG00000204278.12|OTTHUMG00000170345.1|OTTHUMT00000408607.1|TMEM235-203|TMEM235|1786|CDS:1-591|UTR3:592-1786|,mRNA,0.999
ENST00000587356.1|ENSG00000087157.19|OTTHUMG00000177514.8|OTTHUMT00000438295.3|PGS1-208|PGS1|792|CDS:1-792|,mRNA,0.999
ENST00000587308.5|ENSG00000108669.16|OTTHUMG00000150253.6|OTTHUMT00000437982.2|CYTH1-208|CYTH1|553|UTR5:1-241|CDS:242-553|,mRNA,1.0
ENST00000574505.5|ENSG00000181523.13|OTTHUMG00000177569.4|OTTHUMT00000437715.1|SGSH-211|SGSH|587|CDS:1-320|UTR3:321-587|,mRNA,1.0
ENST00000520284.5|ENSG00000173818.17|OTTHUMG00000164638.11|OTTHUMT00000379496.3|ENDOV-212|ENDOV|2500|UTR5:1-418|CDS:419-616|UTR3:617-2500|,mRNA,0.999
ENST00000575750.5|ENSG00000175866.15|OTTHUMG00000177698.4|OTTHUMT00000438683.1|BAIAP2-221|BAIAP2|584|UTR5:1-105|CDS:106-426|UTR3:427-584|,mRNA,1.0
ENST00000572760.5|ENSG00000182446.14|OTTHUMG00000177990.5|OTTHUMT00000440141.2|NPLOC4-209|NPLOC4|946|UTR5:1-255|CDS:256-426|UTR3:427-946|,mRNA,0.999
ENST00000357385.7|ENSG00000141552.17|OTTHUMG00000177982.5|OTTHUMT00000440101.1|ANAPC11-202|ANAPC11|881|UTR5:1-136|CDS:137-727|UTR3:728-881|,mRNA,0.999
ENST00000579133.5|ENSG00000141552.17|OTTHUMG00000177982.5|OTTHUMT00000441623.1|ANAPC11-216|ANAPC11|563|UTR5:1-81|CDS:82-216|UTR3:217-563|,mRNA,0.999
ENST00000329875.12|ENSG00000183010.16|OTTHUMG00000178436.2|OTTHUMT00000441953.1|PYCR1-201|PYCR1|1855|UTR5:1-65|CDS:66-1025|UTR3:1026-1855|,mRNA,1.0
ENST00000585215.5|ENSG00000183010.16|OTTHUMG00000178436.2|OTTHUMT00000441962.2|PYCR1-214|PYCR1|767|UTR5:1-90|CDS:91-767|,mRNA,1.0
ENST00000425009.1|ENSG00000185269.12|OTTHUMG00000154416.8|OTTHUMT00000346846.3|NOTUM-202|NOTUM|996|UTR5:1-109|CDS:110-996|,mRNA,1.0
ENST00000581625.2|ENSG00000176155.18|OTTHUMG00000140396.8|OTTHUMT00000442464.2|CCDC57-213|CCDC57|491|CDS:1-106|UTR3:107-491|,mRNA,1.0
ENST00000580446.1|ENSG00000141551.14|OTTHUMG00000178601.2|OTTHUMT00000442649.2|CSNK1D-213|CSNK1D|612|UTR5:1-50|CDS:51-612|,mRNA,1.0
ENST00000580437.5|ENSG00000141574.7|OTTHUMG00000178668.2|OTTHUMT00000442857.1|SECTM1-202|SECTM1|1030|UTR5:1-115|CDS:116-565|UTR3:566-1030|,mRNA,1.0
ENST00000580748.1|ENSG00000141562.18|OTTHUMG00000178844.5|OTTHUMT00000443586.1|NARF-215|NARF|577|UTR5:1-50|CDS:51-350|UTR3:351-577|,lncRNA,0.945
ENST00000576760.5|ENSG00000141556.21|OTTHUMG00000177878.5|OTTHUMT00000439425.2|TBCD-224|TBCD|1059|UTR5:1-289|CDS:290-1059|,mRNA,1.0
ENST00000217652.7|ENSG00000101608.12|OTTHUMG00000131509.7|OTTHUMT00000254364.2|MYL12A-201|MYL12A|1229|UTR5:1-395|CDS:396-911|UTR3:912-1229|,mRNA,1.0
ENST00000582703.5|ENSG00000082397.17|OTTHUMG00000131562.12|OTTHUMT00000443540.3|EPB41L3-229|EPB41L3|551|UTR5:1-279|CDS:280-551|,mRNA,0.999
ENST00000580483.5|ENSG00000134265.13|OTTHUMG00000179119.6|OTTHUMT00000444872.1|NAPG-203|NAPG|1516|UTR5:1-198|CDS:199-255|UTR3:256-1516|,mRNA,1.0
ENST00000579112.1|ENSG00000154864.12|OTTHUMG00000178507.14|OTTHUMT00000445645.2|PIEZO2-206|PIEZO2|532|CDS:1-532|,mRNA,1.0
ENST00000585642.5|ENSG00000141404.16|OTTHUMG00000131660.5|OTTHUMT00000452227.2|GNAL-206|GNAL|623|UTR5:1-85|CDS:86-623|,mRNA,1.0
ENST00000592683.5|ENSG00000176014.12|OTTHUMG00000131692.3|OTTHUMT00000452804.1|TUBB6-214|TUBB6|481|UTR5:1-46|CDS:47-361|UTR3:362-481|,mRNA,1.0
ENST00000440472.6|ENSG00000134278.15|OTTHUMG00000153940.4|OTTHUMT00000333111.3|SPIRE1-204|SPIRE1|2109|UTR5:1-201|CDS:202-1578|UTR3:1579-2109|,mRNA,1.0
ENST00000589498.5|ENSG00000175322.11|OTTHUMG00000182055.2|OTTHUMT00000459035.1|ZNF519-206|ZNF519|2117|UTR5:1-151|CDS:152-394|UTR3:395-2117|,mRNA,0.947
ENST00000420687.2|ENSG00000134508.12|OTTHUMG00000179186.5|OTTHUMT00000445204.1|CABLES1-203|CABLES1|2471|UTR5:1-78|CDS:79-1185|UTR3:1186-2471|,mRNA,1.0
ENST00000580499.1|ENSG00000134758.14|OTTHUMG00000132265.4|OTTHUMT00000447737.2|RNF138-206|RNF138|503|UTR5:1-75|CDS:76-503|,mRNA,1.0
ENST00000538587.5|ENSG00000101746.15|OTTHUMG00000132291.5|OTTHUMT00000442114.1|NOL4-203|NOL4|1979|UTR5:1-31|CDS:32-1726|UTR3:1727-1979|,mRNA,1.0
ENST00000591206.5|ENSG00000186812.13|OTTHUMG00000178532.8|OTTHUMT00000442397.2|ZNF397-209|ZNF397|1516|UTR5:1-153|CDS:154-777|UTR3:778-1516|,mRNA,0.999
ENST00000601405.1|ENSG00000186814.14|OTTHUMG00000178569.6|OTTHUMT00000461208.1|ZSCAN30-210|ZSCAN30|510|UTR5:1-32|CDS:33-188|UTR3:189-510|,lncRNA,0.985
ENST00000587450.1|ENSG00000153391.15|OTTHUMG00000132564.6|OTTHUMT00000442848.2|INO80C-207|INO80C|382|UTR5:1-86|CDS:87-382|,mRNA,0.999
ENST00000589109.5|ENSG00000152214.14|OTTHUMG00000132611.7|OTTHUMT00000441640.2|RIT2-202|RIT2|1156|UTR5:1-172|CDS:173-634|UTR3:635-1156|,mRNA,0.999
ENST00000650392.1|ENSG00000152214.14|OTTHUMG00000132611.7|OTTHUMT00000498916.2|RIT2-205|RIT2|1265|UTR5:1-157|CDS:158-655|UTR3:656-1265|,mRNA,0.75
ENST00000590377.1|ENSG00000141469.18|OTTHUMG00000132617.18|OTTHUMT00000444695.2|SLC14A1-216|SLC14A1|779|CDS:1-521|UTR3:522-779|,mRNA,0.999
ENST00000590406.5|ENSG00000152234.16|OTTHUMG00000132637.10|OTTHUMT00000258928.3|ATP5F1A-213|ATP5F1A|756|UTR5:1-139|CDS:140-756|,mRNA,1.0
ENST00000591981.5|ENSG00000152234.16|OTTHUMG00000132637.10|OTTHUMT00000445124.2|ATP5F1A-217|ATP5F1A|565|UTR5:1-65|CDS:66-200|UTR3:201-565|,mRNA,1.0
ENST00000593165.5|ENSG00000152240.13|OTTHUMG00000132638.6|OTTHUMT00000445239.2|HAUS1-211|HAUS1|1079|CDS:1-284|UTR3:285-1079|,mRNA,0.999
ENST00000245121.9|ENSG00000167216.16|OTTHUMG00000179408.6|OTTHUMT00000446138.3|KATNAL2-201|KATNAL2|2833|UTR5:1-194|CDS:195-1595|UTR3:1596-2833|,mRNA,0.999
ENST00000591480.5|ENSG00000167220.12|OTTHUMG00000179411.6|OTTHUMT00000450671.2|HDHD2-211|HDHD2|569|UTR5:1-131|CDS:132-569|,mRNA,0.999
ENST00000582399.1|ENSG00000141627.13|OTTHUMG00000132659.9|OTTHUMT00000447869.2|DYM-214|DYM|366|CDS:1-366|,lncRNA,1.0
ENST00000318240.7|ENSG00000177576.11|OTTHUMG00000179688.4|OTTHUMT00000447656.1|C18orf32-201|C18orf32|1128|UTR5:1-212|CDS:213-443|UTR3:444-1128|,mRNA,0.999
ENST00000584895.5|ENSG00000215472.10|OTTHUMG00000179689.4|OTTHUMT00000447657.2|RPL17-C18orf32-203|RPL17-C18orf32|1440|UTR5:1-15|CDS:16-702|UTR3:703-1440|,mRNA,0.995
ENST00000588937.5|ENSG00000141644.17|OTTHUMG00000132669.8|OTTHUMT00000448766.2|MBD1-217|MBD1|1761|CDS:1-1761|,mRNA,1.0
ENST00000591914.5|ENSG00000141646.13|OTTHUMG00000132696.9|OTTHUMT00000449733.1|SMAD4-213|SMAD4|992|UTR5:1-538|CDS:539-992|,mRNA,1.0
ENST00000611848.1|ENSG00000141646.13|OTTHUMG00000132696.9|OTTHUMT00000476331.1|SMAD4-217|SMAD4|1648|CDS:1-661|UTR3:662-1648|,mRNA,1.0
ENST00000217800.9|ENSG00000101751.10|OTTHUMG00000132704.7|OTTHUMT00000448457.2|POLI-201|POLI|2289|CDS:1-2037|UTR3:2038-2289|,mRNA,1.0
ENST00000562638.5|ENSG00000196628.16|OTTHUMG00000132713.32|OTTHUMT00000421676.2|TCF4-215|TCF4|401|UTR5:1-45|CDS:46-401|,mRNA,0.999
ENST00000626595.2|ENSG00000196628.16|OTTHUMG00000132713.32|OTTHUMT00000482730.2|TCF4-254|TCF4|833|UTR5:1-170|CDS:171-833|,mRNA,0.999
ENST00000638591.1|ENSG00000197563.11|OTTHUMG00000180098.21|OTTHUMT00000491556.1|PIGN-226|PIGN|2776|UTR5:1-204|CDS:205-1332|UTR3:1333-2776|,mRNA,0.999
ENST00000585344.6|ENSG00000197563.11|OTTHUMG00000180098.21|OTTHUMT00000449761.4|PIGN-203|PIGN|1181|UTR5:1-331|CDS:332-1181|,mRNA,0.999
ENST00000585926.5|ENSG00000197563.11|OTTHUMG00000180098.21|OTTHUMT00000449833.2|PIGN-206|PIGN|549|UTR5:1-299|CDS:300-549|,mRNA,0.662
ENST00000591902.6|ENSG00000119537.17|OTTHUMG00000132792.9|OTTHUMT00000450813.2|KDSR-210|KDSR|1378|UTR5:1-82|CDS:83-979|UTR3:980-1378|,mRNA,1.0
ENST00000540675.5|ENSG00000166396.13|OTTHUMG00000060591.5|-|SERPINB7-206|SERPINB7|2193|UTR5:1-360|CDS:361-1452|UTR3:1453-2193|,mRNA,0.999
ENST00000582437.1|ENSG00000180011.7|OTTHUMG00000132858.4|OTTHUMT00000444911.2|ZADH2-204|ZADH2|671|UTR5:1-207|CDS:208-671|,mRNA,0.999
ENST00000531144.5|ENSG00000197971.15|OTTHUMG00000132874.10|OTTHUMT00000390713.1|MBP-231|MBP|581|UTR5:1-57|CDS:58-237|UTR3:238-581|,mRNA,0.999
ENST00000573324.1|ENSG00000256463.8|OTTHUMG00000132896.5|OTTHUMT00000440359.1|SALL3-204|SALL3|838|CDS:1-452|UTR3:453-838|,mRNA,1.0
ENST00000451882.3|ENSG00000226742.4|OTTHUMG00000180375.2|OTTHUMT00000451030.2|HSBP1L1-201|HSBP1L1|689|UTR5:1-93|CDS:94-318|UTR3:319-689|,mRNA,1.0
ENST00000559951.5|ENSG00000101544.9|OTTHUMG00000172535.5|OTTHUMT00000418981.2|ADNP2-202|ADNP2|823|UTR5:1-309|CDS:310-823|,mRNA,0.999
ENST00000587541.5|ENSG00000099866.15|OTTHUMG00000180548.8|OTTHUMT00000451883.4|MADCAM1-204|MADCAM1|1723|UTR5:1-854|CDS:855-1346|UTR3:1347-1723|,mRNA,0.999
ENST00000592943.5|ENSG00000175221.15|OTTHUMG00000181841.12|OTTHUMT00000457903.2|MED16-208|MED16|1628|UTR5:1-17|CDS:18-1628|,mRNA,1.0
ENST00000585748.2|ENSG00000118046.15|OTTHUMG00000180118.11|OTTHUMT00000450471.3|STK11-203|STK11|746|UTR5:1-681|CDS:682-746|,mRNA,0.968
ENST00000591127.1|ENSG00000099625.13|OTTHUMG00000180141.7|OTTHUMT00000449954.4|CBARP-205|CBARP|933|CDS:1-275|UTR3:276-933|,mRNA,1.0
ENST00000591660.5|ENSG00000099624.8|OTTHUMG00000180143.5|OTTHUMT00000449962.2|ATP5F1D-207|ATP5F1D|637|UTR5:1-31|CDS:32-538|UTR3:539-637|,mRNA,1.0
ENST00000591935.5|ENSG00000099622.14|OTTHUMG00000180145.11|OTTHUMT00000449979.1|CIRBP-235|CIRBP|746|UTR5:1-70|CDS:71-577|UTR3:578-746|,mRNA,1.0
ENST00000585913.5|ENSG00000099622.14|OTTHUMG00000180145.11|OTTHUMT00000449981.2|CIRBP-205|CIRBP|833|UTR5:1-38|CDS:39-545|UTR3:546-833|,mRNA,1.0
ENST00000589710.5|ENSG00000099622.14|OTTHUMG00000180145.11|OTTHUMT00000449984.2|CIRBP-225|CIRBP|1835|UTR5:1-212|CDS:213-1106|UTR3:1107-1835|,mRNA,0.999
ENST00000593048.5|ENSG00000099622.14|OTTHUMG00000180145.11|OTTHUMT00000449995.1|CIRBP-241|CIRBP|650|UTR5:1-81|CDS:82-321|UTR3:322-650|,mRNA,0.999
ENST00000585914.5|ENSG00000099622.14|OTTHUMG00000180145.11|OTTHUMT00000450005.1|CIRBP-206|CIRBP|1052|UTR5:1-65|CDS:66-674|UTR3:675-1052|,mRNA,1.0
ENST00000444172.6|ENSG00000099622.14|OTTHUMG00000180145.11|OTTHUMT00000474069.1|CIRBP-203|CIRBP|584|CDS:1-177|UTR3:178-584|,mRNA,0.999
ENST00000593052.5|ENSG00000115268.9|OTTHUMG00000140099.11|OTTHUMT00000449613.2|RPS15-212|RPS15|629|UTR5:1-138|CDS:139-597|UTR3:598-629|,mRNA,1.0
ENST00000586564.5|ENSG00000119559.16|OTTHUMG00000180092.7|OTTHUMT00000449744.3|C19orf25-204|C19orf25|1265|UTR5:1-44|CDS:45-401|UTR3:402-1265|,mRNA,1.0
ENST00000233596.8|ENSG00000115255.11|OTTHUMG00000180072.6|OTTHUMT00000449623.4|REEP6-201|REEP6|1360|UTR5:1-89|CDS:90-644|UTR3:645-1360|,mRNA,1.0
ENST00000395479.9|ENSG00000115255.11|OTTHUMG00000180072.6|OTTHUMT00000449625.3|REEP6-202|REEP6|636|CDS:1-636|,mRNA,1.0
ENST00000588430.3|ENSG00000185988.13|OTTHUMG00000180073.6|OTTHUMT00000449629.4|PLK5-204|PLK5|2409|UTR5:1-713|CDS:714-1613|UTR3:1614-2409|,mRNA,1.0
ENST00000592395.5|ENSG00000071564.15|OTTHUMG00000180031.12|OTTHUMT00000449368.3|TCF3-216|TCF3|996|CDS:1-156|UTR3:157-996|,mRNA,1.0
ENST00000395423.7|ENSG00000071564.15|OTTHUMG00000180031.12|OTTHUMT00000449374.2|TCF3-203|TCF3|2779|UTR5:1-344|CDS:345-2321|UTR3:2322-2779|,mRNA,1.0
ENST00000587160.2|ENSG00000130270.16|OTTHUMG00000166189.12|OTTHUMT00000449198.3|ATP8B3-208|ATP8B3|933|UTR5:1-318|CDS:319-933|,mRNA,1.0
ENST00000586676.5|ENSG00000172081.14|OTTHUMG00000180353.6|OTTHUMT00000450900.3|MOB3A-202|MOB3A|564|UTR5:1-449|CDS:450-564|,mRNA,0.998
ENST00000587394.6|ENSG00000104886.11|OTTHUMG00000180425.4|OTTHUMT00000451252.3|PLEKHJ1-205|PLEKHJ1|937|UTR5:1-24|CDS:25-858|UTR3:859-937|,mRNA,1.0
ENST00000300961.10|ENSG00000167476.10|OTTHUMG00000180413.5|OTTHUMT00000451266.2|JSRP1-201|JSRP1|1138|UTR5:1-65|CDS:66-1061|UTR3:1062-1138|,mRNA,1.0
ENST00000587468.1|ENSG00000172009.15|OTTHUMG00000180492.7|OTTHUMT00000451836.3|THOP1-208|THOP1|671|UTR5:1-163|CDS:164-671|,mRNA,1.0
ENST00000246112.9|ENSG00000104953.20|OTTHUMG00000156793.13|OTTHUMT00000345996.5|TLE6-201|TLE6|1977|UTR5:1-83|CDS:84-1802|UTR3:1803-1977|,mRNA,1.0
ENST00000443826.7|ENSG00000065717.15|OTTHUMG00000180613.8|OTTHUMT00000452196.3|TLE2-203|TLE2|2238|UTR5:1-206|CDS:207-2072|UTR3:2073-2238|,mRNA,1.0
ENST00000586839.1|ENSG00000104964.14|OTTHUMG00000180567.4|OTTHUMT00000452157.2|AES-207|AES|942|UTR5:1-288|CDS:289-714|UTR3:715-942|,mRNA,1.0
ENST00000592455.1|ENSG00000060558.3|OTTHUMG00000180637.4|OTTHUMT00000452513.2|GNA15-203|GNA15|799|UTR5:1-9|CDS:10-168|UTR3:169-799|,mRNA,1.0
ENST00000334293.10|ENSG00000161082.13|OTTHUMG00000180693.3|OTTHUMT00000452583.1|CELF5-202|CELF5|1591|UTR5:1-217|CDS:218-1180|UTR3:1181-1591|,mRNA,1.0
ENST00000615073.4|ENSG00000161091.13|OTTHUMG00000180766.6|OTTHUMT00000453010.2|MFSD12-214|MFSD12|986|CDS:1-492|UTR3:493-986|,mRNA,1.0
ENST00000375190.8|ENSG00000006638.11|OTTHUMG00000180806.2|OTTHUMT00000453081.2|TBXA2R-201|TBXA2R|2608|UTR5:1-394|CDS:395-1426|UTR3:1427-2608|,mRNA,1.0
ENST00000588749.1|ENSG00000105298.14|OTTHUMG00000180808.7|OTTHUMT00000457373.3|CACTIN-206|CACTIN|391|CDS:1-391|,mRNA,0.999
ENST00000330133.5|ENSG00000183617.5|OTTHUMG00000180873.2|OTTHUMT00000453443.2|MRPL54-201|MRPL54|608|UTR5:1-19|CDS:20-436|UTR3:437-608|,mRNA,1.0
ENST00000395040.6|ENSG00000007264.15|OTTHUMG00000180916.6|OTTHUMT00000453638.1|MATK-202|MATK|1907|UTR5:1-296|CDS:297-1697|UTR3:1698-1907|,mRNA,1.0
ENST00000589648.1|ENSG00000167670.16|OTTHUMG00000181922.6|OTTHUMT00000458445.1|CHAF1A-207|CHAF1A|563|CDS:1-144|UTR3:145-563|,lncRNA,0.556
ENST00000586133.1|ENSG00000214456.8|OTTHUMG00000182008.2|OTTHUMT00000458652.1|PLIN5-202|PLIN5|907|UTR5:1-81|CDS:82-258|UTR3:259-907|,mRNA,0.984
ENST00000599630.1|ENSG00000074842.7|OTTHUMG00000182039.1|OTTHUMT00000458938.1|MYDGF-203|MYDGF|713|UTR5:1-28|CDS:29-598|UTR3:599-713|,mRNA,1.0
ENST00000381781.2|ENSG00000205784.3|OTTHUMG00000180250.2|-|ARRDC5-201|ARRDC5|1638|CDS:1-1029|UTR3:1030-1638|,mRNA,1.0
ENST00000581521.5|ENSG00000167733.13|OTTHUMG00000178586.2|OTTHUMT00000442581.1|HSD11B1L-217|HSD11B1L|1884|UTR5:1-475|CDS:476-1336|UTR3:1337-1884|,mRNA,1.0
ENST00000590110.2|ENSG00000141994.16|OTTHUMG00000162311.5|OTTHUMT00000451877.1|DUS3L-208|DUS3L|977|UTR5:1-84|CDS:85-738|UTR3:739-977|,mRNA,1.0
